#OTUID	taxonomy	confidence
4d0e49a8781b472f535353976970e57c	Unassigned	1.0
4d117e81bad58e6824dee4353c5c7115	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	0.9
4d1da0884dc242713896051ffb8fe8ba	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4d1eca0579a2edd9d9ec5331f7e69546	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	0.9
4d256bf3c7ea25887cc4ef9a81812838	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_yonginensis	0.6
4d31de5d2ff7416e44823d1af3d72f2e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Kribbella	1.0
4d3815aa6a37f2c317a0757cd5d57753	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.8
4d46260109eb9bae33ff1e7c12f756fd	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.	0.8
4d47938a43acabd21ff36231131196a6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	0.7
4d4b2b4e1caa2cb25945c100e18071c9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4d4de2b33fb125a5506035f351fe09e1	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	1.0
4d4f4f8b04d21267f34de160a9149365	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides_albus	0.7
4d5a489b661b77001a25bae5eca5ef18	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas	0.7
4d5d495b9e51e0570ba812af0888b4bd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	0.6
4d5f8f48668d0a0e6e947701d02bef17	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter	0.8
4d6af753b5dc7167c69aaa6fe837de5a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0
4d6bf7c432e2c8e61f1cb33fddf7b7c5	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales	1.0
4d6cb1cb5b7a62b0a122a51d4e7d63f3	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus	1.0
4d6e5d22dfb5157ab8e1f0abd98236e6	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia	0.7
4d710e93fb0759fdeb1a3adb7a8c0627	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4d72e3a5289f0801518265fce766f4da	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	0.7
4d748245945fc9bdc1dd4ef9cc7c914b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dyella	0.6
4d84c8a5612d5b034820c158f87f7865	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	1.0
4d84ee99055a9a3ca5de32143fc659a0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	0.7
4d8763b9d3c50f6f9927f75fe355fc58	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9
4d88852e52510cc2aee23c7842501103	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter	1.0
4d891d459ec0eb28cf35f256dc0f44f8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	1.0
4d8b1d9fef42e9fe73db70ec9e895fbf	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia	0.8
4d8d19a60115c00bc34b8c78564685f0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	1.0
4d8eea0ddf012f6b113cb205789ee8a0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	1.0
4d96803ecb58fa7f12ebca8125549b9b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides_albus	0.8
4d9b9c0ed21ab6a8b55e7ea1e802289a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4d9bfbb83e8223662567aad72b64c193	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	0.8
4da5cb5d171738460d85eb9036cf4c70	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4dab928706fa2298f001ad44b9f23e27	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4db01908b94dd3f35179a560a2ed031f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum	0.6
4db0590859896fcd4018816f9e070aef	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia; s__Burkholderia_sp.	0.6
4db085af68a582d04f21983178f48d3f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	1.0
4db181d4747f23a99fbc5167558a0c75	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4db2566fd77a328b744981c2f75eac14	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia	0.8
4db3df3fc0610cfbf710dbdc69065373	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
4db3fb18b3a8fd0b018cf00c20335d20	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	1.0
4db5b61c38f0ccca30e4069906c524ff	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter	0.8
4dc27feb3969969856d6d546b449140b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter	1.0
4dc3ab4cff4f6c80401f7274ac1d2ab9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	1.0
4dc8f7bdcf28ad3c134181adf7d71be7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9
4dcd2d6c0e4e4737bad00db37c5439ba	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	0.6
4dd2c9e0eabf09e6ead9e2bd438446c5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Thermomonas	0.6
4dd5a9d544e5230fd2ce77b8ccba4225	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Psychrobacillus	1.0
4de3a70b59dd90f5b9d760c9cc25f660	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	0.8
4de4ddaa5f623105db8eb14602931e1e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium_sp.	0.6
4de80560dfb96c20a4018d27f91ecf94	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Angustibacter	0.6
4de8fe5b303c896997b494a4571812b0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4df1973992599329d441769244f98ff4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__uncultured	0.8
4df26d6cd98d452607def0d8702cdf70	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	1.0
4df3d9cc02c7f479aafb83edeb5f1251	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	1.0
4e000360df29181ccdd8656d91230f2f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	1.0
4e00c01c11aee169ec175d0a40258208	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	0.6
4e0202449d5c834025e50dc0ddc91df6	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter	0.8
4e039e6cdf069b2c8d080fd5500cf7a5	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales	0.9
4e044c22b09f945100bd30a69809e698	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4e0911f2b9d95de2025d8bcb7e7f7acd	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9
4e0a06a5088a1d2b62ffaf622dab584e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.8
4e0de00c84a065d3d5c1237f05c8cf22	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	1.0
4e117bbc6c3b7210ee1f6ea8432fc013	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	1.0
4e1432b2ce472f93c0bf8ec1988f238a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	0.6
4e1990f6358e707b257950699e704188	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium	1.0
4e1fc97b2d21621c25239f10370545c7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4e29ad7333c725c33d44eb641b045754	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Amycolatopsis	1.0
4e2b13e30f4e461d805c4c67a0044e32	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9
4e2d5cb72eb9c0eef0d496cc95172986	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dyella	0.9
4e35259e15ad4b85d0ed9ee0270e407a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4e367076d1ccbecfc15cb997433d1252	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium	0.9
4e37a9e2aac8f1c30852180ba2cb7ab7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales	1.0
4e3dd3c57fec43d3ca38337a2a9c41e6	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	1.0
4e3e3863c44e44261acb1e8226f4a2fc	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4e3f754731fa37cabfe5d73eb73dc958	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__uncultured_bacterium	0.6
4e4166924c494c8af9cd71116c6d3d92	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter	0.6
4e4213417787878ee3ba51977223d166	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.6
4e47215b3c45eee9d9c648709171c449	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	1.0
4e5c0d7b1a74d190376e992355221c87	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Paenisporosarcina; s__Sporosarcina_sp.	0.6
4e6084fbe1e66b58ced158f9d4c38308	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.	0.6
4e6287606613fd640421b4189a1fae67	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	0.8
4e63ec175187aa3ac1730b17e80b9cc9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Salisediminibacteriaceae; g__Salipaludibacillus	0.6
4e74d4a64d5bf4c3b0f9734b7cffc1fa	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_sp.	0.7
4e7717878e52876f2316c93225a5d4c1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1.0
4e84d34a70dac916b6c9c3ce1a2d4fd7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	0.7
4e87a48305c9a6ee7aabf12f8595578c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.6
4e88c5c2a01bd3a00c7d18fa8ac16e3d	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.6
4e8fb50b33ccc57bc42ac161b11d69bb	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	1.0
4e9564717062114d455d75c370314e7a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	1.0
4e9bca612d12c7c16a7bafedfff838c8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	1.0
4e9f7176de6f2af840aa8a369a060705	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea	1.0
4ea0742bd09c028901bc83794ffc447c	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerococcus; s__uncultured_bacterium	0.9
4ea7d9f3fbe9f6cc74aed87ba4247840	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	1.0
4ea8288a1d0e7fc63c09ac1e544f0144	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	1.0
4eb316e929897beb00450bf3f95fd669	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.6
4ec5cde9e3fa50ce4cba77b3ab5bf6c6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodopseudomonas	0.7
4ec8fa669ab1c4ffc1a18d43f4a92b16	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4ecba7a10c59ea6eb353f4b054538265	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4ecdc0b3efffe29542de68f3b913bfb2	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	0.8
4ed1aec9d6ba3a1479b6e5adc80c98c4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Psychrobacillus	1.0
4ed5bbc76e32e1d13736ef9f15b78178	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	1.0
4edb48412bf0c214e298f4023c593c88	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Marisediminicola	0.7
4edec2e8958215f8ce6aa2f6a991ee5e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agrococcus; s__Agrococcus_sp.	0.6
4ee77d57cc81577334fee0900ce0efd0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	0.9
4ee8058ffaca1e752d62a783ce145c68	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4ee898da9a1211f150ba764206b40310	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.	0.6
4ef109ab6b06550b2e59087eff113f46	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	0.9
4ef22ecd11ccca71769df2cd94a4878b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9
4ef7215e33db81390f164719581eb44f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales	0.6
4f011c943b16f63ff5ac7c9a90fff898	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	1.0
4f01386b5f08e22dd261ba59604a7795	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_bacterium	0.9
4f02c63613580156225eaa527dd81e55	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae	1.0
4f090040846a838d9fa3a8f764f1c2ad	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	0.9
4f0fb98f1161abd27e2d15f0be53d4a4	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.8
4f129183075a1512caa7d62f7feec00b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	1.0
4f24e77477f7be51c7da44ba878981ac	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9
4f2806b66890ec1dd40fcdec4b9a7594	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Clavibacter	0.8
4f2b5e68021bfe2c8cb77019760ec499	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1.0
4f2ec3f8991bc12355b784702287fae4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	0.7
4f32c93cf91845a3ad04dc5fdd0306f0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.9
4f3598beef800df9f7148b98e1a747fd	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Plantibacter	0.9
4f37d9b6cbe162b7549ab725ca8ebafa	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea	0.7
4f3cc0fa9ad310a41ccb38c0d88a6e4c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	0.8
4f45a2a8513fcc5751651b4d639979b8	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Psychrobacillus	1.0
4f487f3b3ecc44253ef555b4d2572fcb	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	1.0
4f48a9820723443ab38dce9c6adc6a03	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter_sp.	0.6
4f4c26edf6664087775154f5f75f2d82	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Curtobacterium	0.7
4f5a24dab2026bb9f8e0a433edd24842	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	1.0
4f5a857a20be960b4959a9ba41f78649	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	1.0
4f5b04614dfa088ba5f6d012be1788ba	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9
4f5db80280d0b81c2700e34716960e0d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter	1.0
4f63e3869faa387cc5ca13b1312384f6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0
4f644749b13436fdb66eb365e0a1237b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agrococcus; s__Agrococcus_sp.	0.6
4f6ddbb563c51a0471ce99ca0130ad8a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	0.6
4f8182c0da30724bfa7fabe62d6aa104	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	1.0
4f834e63b85289f56e74336b1ee3513c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales	1.0
4f863b2da56df983f7b1dd4df828d923	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia	0.7
4f8dea4d21dcaf13d108834d677e8fb5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9
4f9010a7186038ed5764a85132ebcbea	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.8
4f9148336ffbea55fa6c683f2ca37ae8	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter	0.6
4f95bd49925b56b874edee2ba79ab7cc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas	0.9
4f96f3de96c6d990cc2054704820c27e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	1.0
4f9fbc041bcc9bd4c7d93371999161a7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4fa31ea13eb8e22adcf486c60a915fb7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	1.0
4fa9e53c464642e615c804c3c1a78c7c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.	0.6
4fb452323a34d945b1e364ee97612fb8	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	1.0
4fb76bb1dda527a19552e3a8038f557b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_sp.	0.6
4fba4a8c530fc93909a899f9a320d3fc	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	1.0
4fc40ff71d87ebaf24f7f39c8c9b85c0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Terrabacter	1.0
4fcaae9c7dff462966b121b33870f8c3	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.9
4fd36c03fba95b876b4fd2810254fe94	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.6
4fd5c56c06a2170a44c6dea6e64cd894	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces	1.0
4fd646906f3e788c6acc7e5b4c99480f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	0.6
4fe0a7b869f1b361e665979bbd196aa6	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter_sp.	0.6
4fe92d42de1871bfaa2012b2b0c7f610	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	1.0
4fec41670e8c8f359ac5d211a94f8079	Unassigned	1.0
4ff5a52715051c074bd8c946554d7071	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	1.0
4ff862534eb5db8903fc933431d04fb1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	0.6
